date_match,log_total,log_in_year,log_out_year,log_short_term,log_medium_term,log_long_term,total_resc,in_year_resc,out_year_resc,short_term_resc,medium_term_resc,long_term_resc,r3m,r6m,r1y,r3y,r5y,r10y,r15y
2012-04,-0.47206829976485465,-0.4785157445083043,-0.5180260716540406,-0.4785157445083043,-0.4901008207978981,-0.5421946533956563,0.6237109121543202,0.6197025063852948,0.5956952479374453,0.6197025063852948,0.6125646318160589,0.5814707243215117,7.2,7.2,7.3,7.87,7.95,7.98,7.94
2012-05,-0.4026924576761854,-0.47992210023677423,-0.42424870913416207,-0.47992210023677423,-0.4319647435180522,-0.42827145399640426,0.6685176651881013,0.6188315967634036,0.6542611409502344,0.6188315967634036,0.6492322659273115,0.6516345019982126,7.1,7.28,7.55,8.49,8.65,8.71,8.65
2012-06,-0.490580311003242,-0.4973473726449787,-0.536375371455542,-0.4973473726449787,-0.5140635403163099,-0.5570729061531209,0.6122709834813392,0.6081416953261537,0.5848643310065434,0.6081416953261537,0.5980603919089654,0.5728834957990904,7.08,7.05,7.28,7.55,7.8,7.9,7.89
2012-07,-0.5552736459973897,-0.5310100051583883,-0.6125344745932618,-0.5310100051583883,-0.5620079524753663,-0.6498899027608478,0.5739151901118641,0.5880107757427091,0.5419755037520654,0.5880107757427091,0.5700632539460033,0.522103255723828,6.83,6.83,6.98,7.18,7.29,7.37,7.38
2012-08,-0.5905104696658422,-0.5523509322653328,-0.6528269218319164,-0.5523509322653328,-0.6181166924239133,-0.6803114621806414,0.554044389681516,0.5755950335740132,0.5205720781542333,0.5755950335740132,0.5389585070321082,0.5064592249029718,6.71,6.66,6.73,6.69,6.94,7.25,7.32
2012-09,-0.6178696455457227,-0.6019469975671201,-0.671665454533683,-0.6019469975671201,-0.64522886906614485,-0.6941519375294989,0.5390916714970002,0.5477441407164174,0.5108570596949006,0.5477441407164174,0.5245424768206788,0.49949787381485816,6.3,6.42,6.48,6.59,6.72,7.24,7.3
2012-10,-0.6864180058219107,-0.6582020481468277,-0.7446637072338961,-0.6582020481468277,-0.7176075818846119,-0.7673521723004134,0.5033759332523807,0.5177814442020434,0.47489397649833454,0.5177814442020434,0.4879181649896721,0.4642406716626258,6.05,5.97,6.02,6.17,6.35,6.88,6.95
2012-11,-0.7072417681418123,-0.6833349607270114,-0.7637817540015848,-0.6833349607270114,-0.7481203229663304,-0.779796875567515,0.49300213804587,0.5049302587509101,0.4659011676203827,0.5049302587509101,0.47325528430415875,0.4584991342235674,5.88,5.84,5.88,5.96,6.31,6.82,6.88
2012-12,-0.8233663867760167,-0.7822112743152133,-0.8865869262461792,-0.7822112743152133,-0.8236763808818244,-0.9309103823715809,0.43895148401955014,0.45739346978260415,0.41205974572677145,0.45739346978260415,0.43881543273540613,0.3941946790817126,5.33,5.28,5.4,5.61,5.89,6.11,6.11
2013-01,-0.8086132043365151,-0.7775319172962887,-0.8677050701632741,-0.7775319172962887,-0.8426944977382724,-0.8890653188725383,0.4454754214338685,0.4595387925769135,0.41991411774927356,0.4595387925769135,0.4305488461713289,0.4110397643705759,5.38,5.28,5.27,5.54,5.89,6.34,6.35
2013-02,-0.8570489731060676,-0.8550322254233487,-0.905055156007557,-0.8550322254233487,-0.9021862495675093,-0.9134881190393844,0.42441268938312066,0.4252694863722197,0.40451957280308126,0.4252694863722197,0.4056817679280282,0.4011226175302448,4.93,4.93,4.91,5.3,5.66,6.25,6.33
2013-03,-0.8816852668017455,-0.9088038030617778,-0.9189556941760216,-0.9088038030617778,-0.955555066406309,-0.9056990857085969,0.4140844804973397,0.40300601037621075,0.39893543422313255,0.40300601037621075,0.38459860752789454,0.40425917448360515,4.71,4.63,4.58,5.12,5.61,6.27,6.43
2013-04,-1.05227583170904,-1.027104941701449,-1.1085521016431454,-1.027104941701449,-1.066495162585956,-1.1393768160427467,0.3491422552339822,0.35804201408018205,0.33003647456549356,0.35804201408018205,0.3442128157059507,0.3200183900150036,4.21,4.08,4.08,4.65,4.93,5.32,5.53
2013-05,-1.014580941500212,-1.0367381065691377,-1.0532725475672822,-1.0367381065691377,-1.0796036446093333,-1.0451575068026764,0.36255432947625094,0.3546094958800109,0.34879443298018126,0.3546094958800109,0.3397301528405197,0.3516364298862946,4.13,4.08,3.98,4.64,5.1,5.64,5.96
2013-06,-0.9222214209229446,-1.0164303448682097,-0.9368728187725838,-1.0164303448682097,-0.9780034115930195,-0.9210469805055886,0.3976347451088938,0.3618844399171737,0.3918513114107743,0.3618844399171737,0.3760611892020487,0.3981020177631307,4.18,4.2,4.38,5.11,5.44,6.12,6.52
2013-07,-0.9190918046793158,-1.0736561668529017,-0.9146769845877729,-1.0736561668529017,-1.0323414806746813,-0.860556441777147,0.3988811386155836,0.3417567108483677,0.4006460200308927,0.3417567108483677,0.3561720135578622,0.42292668275579187,3.95,3.96,4.09,4.92,5.45,6.41,6.91
2013-08,-0.898135002779458,-1.1054977649578268,-0.8786315090528182,-1.1054977649578268,-1.0159754973493755,-0.8158499875281576,0.40732861853400704,0.3310460580963952,0.4153509269144687,0.3310460580963952,0.3620490795969111,0.4422632493070921,3.8,3.86,3.95,5.19,5.79,6.58,7.03
2013-09,-1.0308124001955399,-1.170988820111915,-1.030444382929591,-1.170988820111915,-1.1379639399024968,-0.9809414540922983,0.3567170458239149,0.31006019587488765,0.35684834801509113,0.31006019587488765,0.3204708559265739,0.3749579269551502,3.55,3.62,3.6,4.55,5.08,5.83,6.42
2013-10,-1.128178513309761,-1.263502324384139,-1.129009532642987,-1.263502324384139,-1.2236214297712191,-1.0852763248363773,0.3236221934069382,0.28266231574619444,0.3233533688222403,0.28266231574619444,0.2941629452087619,0.3378084281381415,3.3,3.23,3.31,4.21,4.65,5.45,6.08
2013-11,-1.080532983489083,-1.3723021979927854,-1.0380751689406031,-1.3723021979927854,-1.2443584329172448,-0.9446011498130286,0.3394145750629238,0.253522627902227,0.354135677699324,0.253522627902227,0.28812570081131755,0.3888346267412489,2.85,3,3.14,4.23,5.07,6.07,6.58
2013-12,-1.1554009290476375,-1.3961844411930255,-1.1259121179629463,-1.3961844411930255,-1.2922329285202385,-1.0489976495972988,0.3149312465036282,0.24753966648394748,0.3243564810189066,0.24753966648394748,0.2746568088428109,0.35028868520598294,2.86,2.85,3.04,4.01,4.66,5.61,6.26
2014-01,-1.0097278836300605,-1.2787809284933511,-0.9734146886965388,-1.2787809284933511,-1.118691637741789,-0.9068835481449458,0.36431810300405004,0.2783764544884702,0.37779079509757,0.2783764544884702,0.3267069661785752,0.4037806281429103,3.23,3.2,3.3,4.98,5.31,6.2,6.69
2014-02,-1.0697310596878924,-1.3979063526390605,-1.0188283682273667,-1.3979063526390605,-1.1429067544998104,-0.9619479030540079,0.34310077864226185,0.24711379186329882,0.36101767225684844,0.24711379186329882,0.3188907362382624,0.38214777369200903,2.87,2.83,3.16,4.93,5.08,6.01,6.45
2014-03,-1.1560623438024424,-1.4349964628929481,-1.1171648424879168,-1.4349964628929481,-1.217066610936406,-1.071536313740981,0.31472301520166057,0.23811620625570978,0.3272061618117323,0.23811620625570978,0.2960974633038628,0.34248195330753156,2.74,2.75,3.02,4.53,4.84,5.54,5.99
2014-04,-1.2638460574838082,-1.5675350636204977,-1.2182018523898182,-1.5675350636204977,-1.3493615164994817,-1.1572896020447707,0.2825651720489519,0.20855863304726185,0.29576151191832006,0.20855863304726185,0.25940583412732715,0.3143370057023232,2.35,2.45,2.59,4.08,4.38,5.35,5.74
2014-05,-1.4324640210747235,-1.581970830139073,-1.4278615846080713,-1.581970830139073,-1.5193024553216425,-1.3844453593833488,0.23871998588974283,0.20556955603207747,0.23982121167509168,0.20556955603207747,0.21886450148659184,0.25046267804857586,2.37,2.36,2.35,3.36,3.66,4.71,5.13
2014-06,-1.5363755552392953,-1.6420743025846203,-1.5448646588536863,-1.6420743025846203,-1.6015230384048713,-1.5180650177809745,0.21515952370896824,0.19357808602139331,0.21334074304981787,0.19357808602139331,0.2015892558893281,0.21913550027450712,2.23,2.22,2.23,3.07,3.33,4.39,4.82
2014-07,-1.528556743519462,-1.906456007310743,-1.4644705645002465,-1.906456007310743,-1.6126589843727368,-1.3948475281073367,0.21684840945039804,0.14860611343876814,0.23120036476075181,0.14860611343876814,0.19935682202962585,0.2478708268202659,1.68,1.72,1.89,3.34,3.68,4.73,5.03
2014-08,-1.622537761039742,-2.0159659026445644,-1.5548285476235546,-2.0159659026445644,-1.6708091095492956,-1.499775144896287,0.19739711619321584,0.13319169100757455,0.21122559466673524,0.13319169100757455,0.18809481474244466,0.22318033774486443,1.52,1.52,1.76,3.2,3.52,4.45,4.74
2014-09,-1.624281737445207,-2.099838019171903,-1.5392087587184384,-2.099838019171903,-1.7198969809558824,-1.455417067616308,0.19705316029273268,0.12247626545321585,0.21455079573012928,0.12247626545321585,0.1790845960851252,0.23330304046437128,1.34,1.45,1.58,3.16,3.63,4.63,4.77
2014-10,-1.7493457922352806,-1.8949837913908945,-1.7449828715755324,-1.8949837913908945,-1.7754855847084974,-1.732086781812595,0.1738876649082307,0.15032077151728032,0.1746479803859321,0.15032077151728032,0.16940117090627985,0.1769148418256489,1.71,1.73,1.7,2.82,3.29,3.9,4.17
2014-11,-1.8869637495864586,-1.9416286705619161,-1.91112206134511,-1.9416286705619161,-1.8540056202677162,-1.9470232540695898,0.15153119773537357,0.14347009387387527,0.14791432450104622,0.14347009387387527,0.1566085936854864,0.14269821632247387,1.64,1.64,1.68,2.54,2.97,3.52,3.83
2014-12,-1.8625071837826064,-2.0387983324890784,-1.8494396948392957,-2.0387983324890784,-1.776811055003984,-1.895876647829069,0.15528281934187949,0.1301850560744332,0.1573252917956433,0.1301850560744332,0.16917678342854278,0.15018661654811602,1.43,1.54,1.8,2.72,3.15,3.6,3.83
2015-01,-2.215573252617257,-1.9535506613564146,-2.372888124451955,-1.9535506613564146,-2.0091054698751036,-2.651707164775433,0.10909095964224726,0.1417698003165544,0.09321113180529926,0.1417698003165544,0.1341085851984858,0.0705307026929465,1.7,1.54,1.6,2.09,2.38,2.79,2.99
2015-02,-2.1768508938154896,-1.9719452129229647,-2.3052290546691023,-1.9719452129229647,-2.02569832686919,-2.502248110217358,0.11339807152159574,0.13918584660729608,0.09973595305131976,0.13918584660729608,0.13190170051716035,0.08190066977322,1.58,1.6,1.63,2.01,2.47,2.91,3.12
2015-03,-2.060738408280424,-1.9843991232177798,-2.1324335235743868,-1.9843991232177798,-1.9906341509369572,-2.221587203520449,0.12735989156646052,0.1374631877441075,0.11854845209046624,0.1374631877441075,0.13660876739344638,0.10843686079757674,1.5,1.64,1.63,2.12,2.6,3.28,3.4
2015-04,-1.9885773277207939,-2.035385770533628,-2.014539654341391,-2.035385770533628,-1.9979224876105806,-2.02561003940733,0.13689003663915034,0.13063007954716757,0.13338179096351585,0.13063007954716757,0.13561673622406598,0.13191334629759469,1.54,1.44,1.5,2.22,2.88,3.44,3.68
2015-05,-2.068682787714176,-2.1684951502957723,-2.0770016190638616,-2.1684951502957723,-2.0281064965298263,-2.107014481083496,0.1263521046842846,0.11434956641050167,0.12530536270619225,0.11434956641050167,0.1315844410044782,0.12160046553026656,1.31,1.29,1.39,2.23,2.8,3.4,3.5
2015-06,-1.9913773976609361,-2.4086570784130625,-1.9156490103610568,-2.4086570784130625,-2.205182176074226,-1.7861901526141313,0.1365072710976814,0.08993599049460667,0.1472462372347387,0.08993599049460667,0.11023044212599674,0.16759747568144617,1.01,1.02,0.99,2.11,2.98,3.88,4.16
2015-07,-2.072703146178047,-2.5462682897435474,-1.9851295830004412,-2.5462682897435474,-2.20662228647273,-1.881749415366693,0.125845143696085,0.07837358850133683,0.13736281307815545,0.07837358850133683,0.11007181236965566,0.15232339564247493,0.88,0.88,0.87,2.22,2.84,3.74,3.98
2015-08,-2.188105051710658,-2.7652685541306474,-2.0801072084991348,-2.7652685541306474,-2.3399538289241417,-1.960805176720985,0.11212902613260618,0.06295918912715959,0.12491681933596323,0.06295918912715959,0.0963320858838607,0.14074505064724221,0.72,0.68,0.7,2.06,2.66,3.64,3.89
2015-09,-2.4901793819503757,-3.32490320265746,-2.3397467353556474,-3.32490320265746,-2.7557621552872953,-2.163618347771588,0.08289509535751675,0.03597600096618121,0.09635203770516251,0.03597600096618121,0.06356055818804433,0.11490858867726807,0.39,0.38,0.43,1.55,2.33,3.28,3.76
2015-10,-2.299026734921404,-2.7652180168238503,-2.210886426866726,-2.7652180168238503,-2.429147342878065,-2.106085870061712,0.10035646965446827,0.06296237099541704,0.10960344999942255,0.06296237099541704,0.08811192982621664,0.12171343750820579,0.74,0.66,0.74,1.83,2.44,3.35,3.8
2015-11,-2.2389369646582913,-2.6437769227047934,-2.1644678229089704,-2.6437769227047934,-2.3020829209340063,-2.09431474205329,0.10657173370455784,0.0710922519063887,0.11481101813585687,0.0710922519063887,0.10005022981695369,0.12315460741860389,0.79,0.8,0.95,1.91,2.47,3.29,3.87
2015-12,-2.1928726749808143,-2.5967737496191057,-2.119128417241848,-2.5967737496191057,-2.227500043879194,-2.0634743160260003,0.11159570951491533,0.07451359033575304,0.12013629161395234,0.07451359033575304,0.1077975827876045,0.1270119228748184,0.8,0.87,0.93,2.11,2.55,3.33,3.88
2016-01,-2.207071379123222,-2.482774812448748,-2.1630215662796872,-2.482774812448748,-2.289555050232103,-2.0982926245158384,0.11002239102590586,0.08351117594334209,0.11497718446256278,0.08351117594334209,0.10131153036845002,0.12266568594635234,0.93,0.95,0.96,1.93,2.44,3.48,3.71
2016-02,-2.2785339786022782,-2.4574845453178473,-2.2602181857515804,-2.4574845453178473,-2.298932310149587,-2.237630634458881,0.10243426752053085,0.0856501292368824,0.10432771944944395,0.0856501292368824,0.10036594623862086,0.106711042550565,0.94,0.99,1,1.87,2.32,3.27,3.56
2016-03,-2.483805742350319,-2.427870414855602,-2.542168259087911,-2.427870414855602,-2.470347133826843,-2.578496536313589,0.08342512613822657,0.08822451428435195,0.07869558225785467,0.08822451428435195,0.08455550183149473,0.07588801316909789,1,0.99,0.99,1.51,2.05,2.94,3.23
2016-04,-2.3392364418991765,-2.5246460349697766,-2.317895733456104,-2.5246460349697766,-2.4623985856276307,-2.2429428871105896,0.09640121806666223,0.08008665564572028,0.0984805971500462,0.08008665564572028,0.08523027348819295,0.1061456695634537,0.9,0.9,0.88,1.63,2.25,3.32,3.55
2016-05,-2.2432370419293175,-2.519362354656013,-2.199077875651527,-2.519362354656013,-2.311805645023713,-2.1406213078704024,0.1061144508950505,0.08051092780373204,0.11090537977573131,0.08051092780373204,0.09908218269077775,0.11758176584588184,0.88,0.93,1,1.84,2.48,3.41,3.61
2016-06,-2.3802601462977035,-2.5408896217512447,-2.366562679162712,-2.5408896217512447,-2.358577374221515,-2.368579959207172,0.092526503951713,0.07879626972521986,0.09380260240521984,0.07879626972521986,0.09455464343200724,0.09361356702002982,0.85,0.92,0.92,1.81,2.26,3.12,3.39
2016-07,-2.805804869490978,-3.0736334959491654,-2.7575594302298914,-3.0736334959491654,-2.75538488485517,-2.7501968639393874,0.060458090711802824,0.04625278984133683,0.06344642498457162,0.04625278984133683,0.06358454223124876,0.06391527735480777,0.5,0.51,0.61,1.38,1.95,2.81,3.1
2016-08,-2.7784019406014924,-3.101857329262311,-2.7165172004503817,-3.101857329262311,-2.775781000501454,-2.6766880511383038,0.06213772785613567,0.044965608846110235,0.06610458298253007,0.044965608846110235,0.062300800727563006,0.0687906082649128,0.47,0.51,0.61,1.35,1.94,2.85,3.2
2016-09,-2.8096295265588114,-2.9600512131153143,-2.7924644039941446,-2.9600512131153143,-2.861406757963683,-2.7455774132191335,0.060227300875176935,0.05181626343249895,0.061270033591313014,0.05181626343249895,0.057188253620852045,0.06421121383455505,0.54,0.6,0.6,1.24,1.8,2.87,3.16
2016-10,-2.8539345883569243,-3.3988169516961277,-2.7436885936520716,-3.3988169516961277,-3.0175347788904276,-2.609043533125128,0.057617174440305924,0.033412775514629144,0.06433261184504734,0.033412775514629144,0.04892167256781411,0.07360491076481396,0.4,0.31,0.47,1.17,1.8,2.98,3.31
2016-11,-2.6265991673033233,-3.628750113849526,-2.4540743240902763,-3.628750113849526,-3.0890933139742236,-2.2162329616155394,0.07232400632038785,0.026549347341177854,0.08594271373112321,0.026549347341177854,0.04554322909959273,0.10901901508838405,0.25,0.3,0.45,1.11,2.04,3.38,3.72
2016-12,-2.975987684662818,-4.711332161819729,-2.742565550333228,-4.711332161819729,-3.8646902594801826,-2.4137371750103678,0.05099704012723864,0.008992789748186484,0.06440490073914576,0.008992789748186484,0.020969416509230968,0.08948026551885768,0.06,0.08,0.15,0.82,1.67,3.16,3.66
2017-01,-2.59058815668103,-4.664891864736434,-2.3498106585464504,-4.664891864736434,-3.0240409485945485,-2.104675624648278,0.07497592952077285,0.009420266831472072,0.09538722126095633,0.009420266831472072,0.048604413055131954,0.12188520441348287,0.06,0.09,0.23,1.39,2.11,3.47,3.93
2017-02,-2.57581411169063,-4.497668721898216,-2.3411079448130097,-4.497668721898216,-2.9388144540944356,-2.114376055693428,0.07609185031087005,0.011134924909984256,0.09622097162463389,0.011134924909984256,0.05292844065318249,0.12070858149390425,0.09,0.1,0.21,1.51,2.17,3.41,3.91
2017-03,-2.735824499404819,-4.7111527017888415,-2.4964593099595898,-4.7111527017888415,-3.4348612845145055,-2.1998007443396026,0.06484052408502422,0.008994403739331577,0.08237615129751016,0.008994403739331577,0.03222988070539717,0.1108252387185724,0.07,0.07,0.09,1.14,2.15,3.29,3.77
2017-04,-2.804119950405732,-4.620189840091384,-2.5701726062829566,-4.620189840091384,-3.6268581022721023,-2.2541823564822763,0.06056004356973881,0.009850925783015123,0.07652233604794527,0.009850925783015123,0.02659962656315671,0.10495932797518781,0.08,0.08,0.12,0.98,2.05,3.24,3.73
2017-05,-2.986112677305343,-4.620349013140913,-2.757841437065369,-4.620349013140913,-3.9687427045211354,-2.4183760892493593,0.05048330066414808,0.009849357905902748,0.06342853518168126,0.009849357905902748,0.018897177541042143,0.08906613554041684,0.07,0.09,0.12,0.8,1.82,3.04,3.65
2017-06,-3.0205951322666977,-4.711506525265388,-2.7884639142235974,-4.711506525265388,-4.165707335026761,-2.430328498154001,0.048772183822864065,0.008991221871074111,0.061515634668686765,0.008991221871074111,0.015518734072820757,0.08800791739493802,0.05,0.09,0.1,0.74,1.76,3.09,3.62
2017-07,-2.9475217510540057,-4.537112929264317,-2.722303133836273,-4.537112929264317,-3.9221815429769036,-2.384781480299298,0.052469577630242424,0.010704265958441204,0.06572321063033727,0.010704265958441204,0.019797857722335055,0.09210910503436093,0.07,0.11,0.1,0.84,1.83,3.1,3.67
2017-08,-3.140744195483552,-4.620676802160107,-2.9179318413528272,-4.620676802160107,-4.445195608806348,-2.543594741311194,0.04325059902186837,0.009846129923612565,0.05404534614642449,0.009846129923612565,0.011734810374174441,0.07858340443756827,0.05,0.11,0.07,0.68,1.64,2.95,3.58
2017-09,-3.988339081656531,-6.907755278982137,-3.677455003724995,-6.907755278982137,-6.907755278982137,-3.203227493886669,0.01853046616559874,0.001,0.025287248966247428,0.001,0.001,0.04063085629016685,-0.04,-0.03,-0.04,0.51,1.21,2.58,3.21
2017-10,-4.035105002910969,-7.064462696813892,-3.735093662109563,-7.064462696813892,-6.424144078053411,-3.282454710792588,0.0176838231627794,8.549541665711722e-4,0.023870935161894286,8.549541665711722e-4,0.0016219209216997263,0.037536003592889194,-0.04,-0.01,0,0.51,1.22,2.48,3.21
2017-11,-5.533658458015579,-5.964000268857621,-5.237036226762255,-5.964000268857621,-5.576993792201324,-4.893523836653224,0.003951506193205285,0.0025696122450833566,0.005315988896848579,0.0025696122450833566,0.003783923698646317,0.007494964854336171,-0.01,0,-0.01,0.57,1.09,2.13,2.82
2017-12,-6.907755278982137,-5.810113685162889,-6.907755278982137,-5.810113685162889,-6.018697091960778,-6.907755278982137,0.001,0.0029970893283689424,0.001,0.0029970893283689424,0.0024328372942348754,0.001,-0.01,0.01,0.02,0.51,1.09,2.02,2.72
2018-01,-4.937007832644538,-6.147438684772301,-4.6418564036338745,-6.147438684772301,-5.582942051852924,-4.259644597257717,0.007176038187767615,0.0021389532935403048,0.009639785673619393,0.0021389532935403048,0.0037614827464568755,0.014127322407175395,-0.03,0.01,0,0.56,1.24,2.31,2.73
2018-02,-3.804257852770429,-6.656519539708289,-3.520225766656978,-6.656519539708289,-4.1217628766712915,-3.269400705675116,0.02227572289907145,0.0012856131181142238,0.029592753356659188,0.0012856131181142238,0.01621590259339371,0.03802921093766742,-0.02,-0.02,-0.02,0.87,1.44,2.58,2.98
2018-03,-4.254583899090976,-5.963390293955321,-3.9838940006135557,-5.963390293955321,-4.155635834143484,-3.8456107189224435,0.014198997732404838,0.0025711801221957307,0.01861301893040567,0.0025711801221957307,0.015675820738146846,0.021373344468553317,0,-0.01,0.03,0.81,1.24,2.39,2.85
2018-04,-3.518608911022121,-5.35803904529638,-3.267076937623478,-5.35803904529638,-4.369471263636174,-2.9279883766898522,0.029640639268546033,0.004710133415736036,0.038117684759581306,0.004710133415736036,0.012657931507656796,0.05350456098328781,0.01,0.03,0.04,0.73,1.27,2.52,3.56
2018-05,-2.779075554156645,-4.2002573536698495,-2.5672366829048308,-4.2002573536698495,-3.2398998819977516,-2.3178604821796385,0.06209588513485971,0.01499171815029421,0.07674732988401495,0.01499171815029421,0.0391678163062131,0.09848406877799211,0.15,0.13,0.24,1.16,1.65,3.15,3.92
2018-06,-2.329996458719531,-3.7134653184163695,-2.1277753960636567,-3.7134653184163695,-2.475724294766725,-1.9746794524837354,0.09729609164167172,0.02439284765818877,0.11910195403699506,0.02439284765818877,0.08410205351466093,0.13880579896662182,0.13,0.37,0.62,1.85,2.28,3.59,4.15
2018-07,-2.497704288554946,-3.844487153233443,-2.2971737157890657,-3.844487153233443,-2.737151528609357,-2.1151049433116724,0.08227365856624365,0.02139737232096492,0.10054260451526044,0.02139737232096492,0.06475453588297234,0.1206206305605046,0.11,0.32,0.47,1.54,2.65,3.23,3.73
2018-08,-2.366737828660294,-3.786141192159109,-2.1621942603250948,-3.786141192159109,-2.63255603950731,-1.9724621565546883,0.09378617436526017,0.022682962382062785,0.11507234512997672,0.022682962382062785,0.07189446209765059,0.13911391396442907,0.13,0.33,0.53,1.65,2.84,3.46,3.88
2018-09,-2.3485914704633437,-4.29002832177377,-2.116530537256056,-4.29002832177377,-2.646450248406044,-1.9110338474611168,0.0955035871459344,0.013704537155067613,0.12044879703153066,0.013704537155067613,0.07090245297242756,0.1479273731736373,0.12,0.13,0.4,1.75,2.97,3.54,3.95
2018-10,-2.331609581685914,-5.810113685162889,-2.0684052266933177,-5.810113685162889,-2.8197976576951604,-1.8110984701935702,0.09713926760394057,0.0029970893283689424,0.12638717997098933,0.0029970893283689424,0.05961800473305694,0.16347446631077828,-0.01,0.01,0.28,1.6,3.06,3.66,4.19
2018-11,-2.640995967191907,-5.67632268289366,-2.37959456106173,-5.67632268289366,-3.1086008444478934,-2.12388091864966,0.0712902314548165,0.003426134288766903,0.09258810872601933,0.003426134288766903,0.04466340269115955,0.11956669828755247,0,0.01,0.27,1.26,2.61,3.14,3.81
2018-12,-2.679996744171169,-4.812404712497587,-2.4374604967109477,-4.812404712497587,-3.0493538025136635,-2.2067455203473725,0.06856337738453534,0.008128289976842916,0.08738247802252812,0.008128289976842916,0.04738953749902951,0.11005824862950171,0,0.12,0.39,1.21,2.46,3.01,3.78
